sku,brand,title,product_type,product_type_id,category_id,category_l1,category_l2,category_l3
BN-1178,Bien,Bien Chlorine 3% 1100ml,Bleach & Chlorine,bleach-and-chlorine,cleaning-hygiene-and-janitorial/cleaning-chemicals/bleach-and-chlorine,"Cleaning, Hygiene & Janitorial",Cleaning Chemicals,Bleach & Chlorine
BN-1581,Bien,Bien BleachGel 3% 1100ml,Bleach & Chlorine,bleach-and-chlorine,cleaning-hygiene-and-janitorial/cleaning-chemicals/bleach-and-chlorine,"Cleaning, Hygiene & Janitorial",Cleaning Chemicals,Bleach & Chlorine
BN-1598,Bien,Bien BleachGel 3% 4 lt,Bleach & Chlorine,bleach-and-chlorine,cleaning-hygiene-and-janitorial/cleaning-chemicals/bleach-and-chlorine,"Cleaning, Hygiene & Janitorial",Cleaning Chemicals,Bleach & Chlorine
BN-0263,Bien,Bien Ultrashine Concentrated Plates Washing Liquid 4 lt,Dishwashing Liquid,dishwashing-liquid,cleaning-hygiene-and-janitorial/cleaning-chemicals/dishwashing-and-rinse-aids,"Cleaning, Hygiene & Janitorial",Cleaning Chemicals,Dishwashing & Rinse Aids
BN-0324,Bien,Bien Dishine Dishwasher Liquid 4 lt,Dishwashing Liquid,dishwashing-liquid,cleaning-hygiene-and-janitorial/cleaning-chemicals/dishwashing-and-rinse-aids,"Cleaning, Hygiene & Janitorial",Cleaning Chemicals,Dishwashing & Rinse Aids
BN-0591,Bien,Bien Rinsing Shine Liquid 4 lt,Dishwashing Liquid,dishwashing-liquid,cleaning-hygiene-and-janitorial/cleaning-chemicals/dishwashing-and-rinse-aids,"Cleaning, Hygiene & Janitorial",Cleaning Chemicals,Dishwashing & Rinse Aids
BN-1383,Bien,Bien Ultrashine Concentrated Plates Washing Liquid 750ml,Dishwashing Liquid,dishwashing-liquid,cleaning-hygiene-and-janitorial/cleaning-chemicals/dishwashing-and-rinse-aids,"Cleaning, Hygiene & Janitorial",Cleaning Chemicals,Dishwashing & Rinse Aids
BN-0225,Bien,Bien Window Cleaner 1 lt,Glass & Window Cleaner,glass-and-window-cleaner,cleaning-hygiene-and-janitorial/cleaning-chemicals/glass-and-window-cleaners,"Cleaning, Hygiene & Janitorial",Cleaning Chemicals,Glass & Window Cleaners
BN-1444,Bien,Bien Window Cleaner Antistatic 750 ml,Glass & Window Cleaner,glass-and-window-cleaner,cleaning-hygiene-and-janitorial/cleaning-chemicals/glass-and-window-cleaners,"Cleaning, Hygiene & Janitorial",Cleaning Chemicals,Glass & Window Cleaners
SHO-HB298A14,Hobot,HOBOT HB298A14 Window Detergent 220ml,Glass & Window Cleaner,glass-and-window-cleaner,cleaning-hygiene-and-janitorial/cleaning-chemicals/glass-and-window-cleaners,"Cleaning, Hygiene & Janitorial",Cleaning Chemicals,Glass & Window Cleaners
SHO-HB298A14-PO3,Hobot,HOBOT HB298A14 Window Detergent 220ml (Pack of 3),Glass & Window Cleaner,glass-and-window-cleaner,cleaning-hygiene-and-janitorial/cleaning-chemicals/glass-and-window-cleaners,"Cleaning, Hygiene & Janitorial",Cleaning Chemicals,Glass & Window Cleaners
BN-0393,Bien,Bien Magic Oven Cleaner 4 lt,Kitchen & Oven Cleaner,kitchen-and-oven-cleaner,cleaning-hygiene-and-janitorial/cleaning-chemicals/kitchen-and-oven-cleaners,"Cleaning, Hygiene & Janitorial",Cleaning Chemicals,Kitchen & Oven Cleaners
BN-0454,Bien,Bien Scouring Cream 700 ml,Kitchen & Oven Cleaner,kitchen-and-oven-cleaner,cleaning-hygiene-and-janitorial/cleaning-chemicals/kitchen-and-oven-cleaners,"Cleaning, Hygiene & Janitorial",Cleaning Chemicals,Kitchen & Oven Cleaners
BN-1550,Bien,Bien Fabric Softener Soft Pink 4lt,Laundry Detergent & Softener,laundry-detergent-and-softener,cleaning-hygiene-and-janitorial/cleaning-chemicals/laundry-detergents-and-softeners,"Cleaning, Hygiene & Janitorial",Cleaning Chemicals,Laundry Detergents & Softeners
Antibacterial-Surface-Cleaner-750ml,,Antibacterial Surface Cleaner 750ml,Multi-Surface Cleaner & Disinfectant,multi-surface-cleaner-and-disinfectant,cleaning-hygiene-and-janitorial/cleaning-chemicals/multi-surface-cleaners-and-disinfectants,"Cleaning, Hygiene & Janitorial",Cleaning Chemicals,Multi-Surface Cleaners & Disinfectants
BN-0416,Bien,Bien General Cleaner Concentrated Lemon Blossom 0.75L – Multi-Surface Degreaser & Disinfectant,Multi-Surface Cleaner & Disinfectant,multi-surface-cleaner-and-disinfectant,cleaning-hygiene-and-janitorial/cleaning-chemicals/multi-surface-cleaners-and-disinfectants,"Cleaning, Hygiene & Janitorial",Cleaning Chemicals,Multi-Surface Cleaners & Disinfectants
BN-0539,Bien,Bientoll Antiseptic Disinfectant 750ml,Multi-Surface Cleaner & Disinfectant,multi-surface-cleaner-and-disinfectant,cleaning-hygiene-and-janitorial/cleaning-chemicals/multi-surface-cleaners-and-disinfectants,"Cleaning, Hygiene & Janitorial",Cleaning Chemicals,Multi-Surface Cleaners & Disinfectants
BN-0904,Bien,Bien Antistatic General Disinfectant Rose 750ml,Multi-Surface Cleaner & Disinfectant,multi-surface-cleaner-and-disinfectant,cleaning-hygiene-and-janitorial/cleaning-chemicals/multi-surface-cleaners-and-disinfectants,"Cleaning, Hygiene & Janitorial",Cleaning Chemicals,Multi-Surface Cleaners & Disinfectants
BN-0935,Bien,Bien Antistatic General Disinfectant Rose 4 lt,Multi-Surface Cleaner & Disinfectant,multi-surface-cleaner-and-disinfectant,cleaning-hygiene-and-janitorial/cleaning-chemicals/multi-surface-cleaners-and-disinfectants,"Cleaning, Hygiene & Janitorial",Cleaning Chemicals,Multi-Surface Cleaners & Disinfectants
BN-1703,Bien,Bientoll Antiseptic Surface Cleaner Spray 750ml Vanilla Planifolia,Multi-Surface Cleaner & Disinfectant,multi-surface-cleaner-and-disinfectant,cleaning-hygiene-and-janitorial/cleaning-chemicals/multi-surface-cleaners-and-disinfectants,"Cleaning, Hygiene & Janitorial",Cleaning Chemicals,Multi-Surface Cleaners & Disinfectants
BN-1796,Bien,"Bientoll All-In-One Antiseptic Disinfectant for Surfaces, Citrus Blossom 4lt",Multi-Surface Cleaner & Disinfectant,multi-surface-cleaner-and-disinfectant,cleaning-hygiene-and-janitorial/cleaning-chemicals/multi-surface-cleaners-and-disinfectants,"Cleaning, Hygiene & Janitorial",Cleaning Chemicals,Multi-Surface Cleaners & Disinfectants
PAP-154884,Zoflora,Zoflora Concentrated Disinfectant Linen Fresh 500ml,Multi-Surface Cleaner & Disinfectant,multi-surface-cleaner-and-disinfectant,cleaning-hygiene-and-janitorial/cleaning-chemicals/multi-surface-cleaners-and-disinfectants,"Cleaning, Hygiene & Janitorial",Cleaning Chemicals,Multi-Surface Cleaners & Disinfectants
PAP-171597,Zoflora,Zoflora Concentrated Disinfectant Fresh Home Mountain Air Fragrance 500ml,Multi-Surface Cleaner & Disinfectant,multi-surface-cleaner-and-disinfectant,cleaning-hygiene-and-janitorial/cleaning-chemicals/multi-surface-cleaners-and-disinfectants,"Cleaning, Hygiene & Janitorial",Cleaning Chemicals,Multi-Surface Cleaners & Disinfectants
PAP-184237,Zoflora,Zoflora Concentrated Disinfectant Lemon Zing 500ml,Multi-Surface Cleaner & Disinfectant,multi-surface-cleaner-and-disinfectant,cleaning-hygiene-and-janitorial/cleaning-chemicals/multi-surface-cleaners-and-disinfectants,"Cleaning, Hygiene & Janitorial",Cleaning Chemicals,Multi-Surface Cleaners & Disinfectants
ATH-DUST-SHOVEL,,Dust Shovel,Broom & Brush,broom-and-brush,cleaning-hygiene-and-janitorial/cleaning-tools-and-equipment/brooms-brushes-and-dustpans,"Cleaning, Hygiene & Janitorial",Cleaning Tools & Equipment,"Brooms, Brushes & Dustpans"
ATH-DUST-SHOVEL-HANDLE,,Dust Shovel with Handle,Broom & Brush,broom-and-brush,cleaning-hygiene-and-janitorial/cleaning-tools-and-equipment/brooms-brushes-and-dustpans,"Cleaning, Hygiene & Janitorial",Cleaning Tools & Equipment,"Brooms, Brushes & Dustpans"
ATH-TOILET-BRUSH,,Toilet Brush,Broom & Brush,broom-and-brush,cleaning-hygiene-and-janitorial/cleaning-tools-and-equipment/brooms-brushes-and-dustpans,"Cleaning, Hygiene & Janitorial",Cleaning Tools & Equipment,"Brooms, Brushes & Dustpans"
LE-41524,Leifheit,Leifheit 41524 Wall and Ceiling Broom Dusty Handheld,Broom & Brush,broom-and-brush,cleaning-hygiene-and-janitorial/cleaning-tools-and-equipment/brooms-brushes-and-dustpans,"Cleaning, Hygiene & Janitorial",Cleaning Tools & Equipment,"Brooms, Brushes & Dustpans"
ATH-MICROFIBER-CLOTH-MYREON,,Myreon Microfiber Cloth,Duster & Cloth,duster-and-cloth,cleaning-hygiene-and-janitorial/cleaning-tools-and-equipment/dusters-and-microfibre-cloths,"Cleaning, Hygiene & Janitorial",Cleaning Tools & Equipment,Dusters & Microfibre Cloths
ATH-MICROFIBER-CLOTHES-4PCS,,Microfiber Cloths x4,Duster & Cloth,duster-and-cloth,cleaning-hygiene-and-janitorial/cleaning-tools-and-equipment/dusters-and-microfibre-cloths,"Cleaning, Hygiene & Janitorial",Cleaning Tools & Equipment,Dusters & Microfibre Cloths
LE-41520,Leifheit,Leifheit 41520 Extra Large Hand Held Duster,Duster & Cloth,duster-and-cloth,cleaning-hygiene-and-janitorial/cleaning-tools-and-equipment/dusters-and-microfibre-cloths,"Cleaning, Hygiene & Janitorial",Cleaning Tools & Equipment,Dusters & Microfibre Cloths
LE-52013,Leifheit,Leifheit 52013 Combi XL 20Lt 48cm Mop Bucket,Mop & Bucket,mop-and-bucket,cleaning-hygiene-and-janitorial/cleaning-tools-and-equipment/mops-buckets-and-wringers,"Cleaning, Hygiene & Janitorial",Cleaning Tools & Equipment,"Mops, Buckets & Wringers"
LE-55048,Leifheit,Leifheit 55048 42 cm Large Micro Fibre Head Profi Floor Mop,Mop & Bucket,mop-and-bucket,cleaning-hygiene-and-janitorial/cleaning-tools-and-equipment/mops-buckets-and-wringers,"Cleaning, Hygiene & Janitorial",Cleaning Tools & Equipment,"Mops, Buckets & Wringers"
LE-55210,Leifheit,"Leifheit 55210 Classic Floor Wiper with Microfiber Floor Wiper Cover &Telescopic Handle, 75-130 cm",Mop & Bucket,mop-and-bucket,cleaning-hygiene-and-janitorial/cleaning-tools-and-equipment/mops-buckets-and-wringers,"Cleaning, Hygiene & Janitorial",Cleaning Tools & Equipment,"Mops, Buckets & Wringers"
LE-55356,Leifheit,Leifheit 55356 Combi Flat Mop/Bucket and Wringer Set,Mop & Bucket,mop-and-bucket,cleaning-hygiene-and-janitorial/cleaning-tools-and-equipment/mops-buckets-and-wringers,"Cleaning, Hygiene & Janitorial",Cleaning Tools & Equipment,"Mops, Buckets & Wringers"
Microfibre-Mop,,Microfibre Mop,Mop & Bucket,mop-and-bucket,cleaning-hygiene-and-janitorial/cleaning-tools-and-equipment/mops-buckets-and-wringers,"Cleaning, Hygiene & Janitorial",Cleaning Tools & Equipment,"Mops, Buckets & Wringers"
Mopping-Bucket,,Mopping Bucket,Mop & Bucket,mop-and-bucket,cleaning-hygiene-and-janitorial/cleaning-tools-and-equipment/mops-buckets-and-wringers,"Cleaning, Hygiene & Janitorial",Cleaning Tools & Equipment,"Mops, Buckets & Wringers"
Broom-Head,,Broom Head,Cleaning Refill & Spare,cleaning-refill-and-spare,cleaning-hygiene-and-janitorial/cleaning-tools-and-equipment/replacement-heads-handles-and-refills,"Cleaning, Hygiene & Janitorial",Cleaning Tools & Equipment,"Replacement Heads, Handles & Refills"
Broom-Mop-Handle,,Broom / Mop Handle,Cleaning Refill & Spare,cleaning-refill-and-spare,cleaning-hygiene-and-janitorial/cleaning-tools-and-equipment/replacement-heads-handles-and-refills,"Cleaning, Hygiene & Janitorial",Cleaning Tools & Equipment,"Replacement Heads, Handles & Refills"
LE-45007,Leifheit,"Leifheit 45007 Outdoor Broom Head Xtra Clean, 50 cm",Cleaning Refill & Spare,cleaning-refill-and-spare,cleaning-hygiene-and-janitorial/cleaning-tools-and-equipment/replacement-heads-handles-and-refills,"Cleaning, Hygiene & Janitorial",Cleaning Tools & Equipment,"Replacement Heads, Handles & Refills"
LE-45033,Leifheit,"Leifheit 45033 Parquet Broom Head Xtra Clean, 30 cm",Cleaning Refill & Spare,cleaning-refill-and-spare,cleaning-hygiene-and-janitorial/cleaning-tools-and-equipment/replacement-heads-handles-and-refills,"Cleaning, Hygiene & Janitorial",Cleaning Tools & Equipment,"Replacement Heads, Handles & Refills"
LE-51325,Leifheit,Leifheit 51325 Replacement Fleece for 3-in-1 Window Cleaner with Microfibre Fleece,Cleaning Refill & Spare,cleaning-refill-and-spare,cleaning-hygiene-and-janitorial/cleaning-tools-and-equipment/replacement-heads-handles-and-refills,"Cleaning, Hygiene & Janitorial",Cleaning Tools & Equipment,"Replacement Heads, Handles & Refills"
LE-52068,Leifheit,Leifheit 52068 Replacement Mop Head Viscose,Cleaning Refill & Spare,cleaning-refill-and-spare,cleaning-hygiene-and-janitorial/cleaning-tools-and-equipment/replacement-heads-handles-and-refills,"Cleaning, Hygiene & Janitorial",Cleaning Tools & Equipment,"Replacement Heads, Handles & Refills"
LE-52068-FOC,Leifheit,Leifheit 52068 Replacement Mop Head Viscose,Cleaning Refill & Spare,cleaning-refill-and-spare,cleaning-hygiene-and-janitorial/cleaning-tools-and-equipment/replacement-heads-handles-and-refills,"Cleaning, Hygiene & Janitorial",Cleaning Tools & Equipment,"Replacement Heads, Handles & Refills"
LE-52104,Leifheit,"Leifheit 52104 Clean Twist Disc Mop Ergo Micro Duo Replacement Head – Dual-Fiber System for Deep Cleaning, Compatible with Clean Twist Systems",Cleaning Refill & Spare,cleaning-refill-and-spare,cleaning-hygiene-and-janitorial/cleaning-tools-and-equipment/replacement-heads-handles-and-refills,"Cleaning, Hygiene & Janitorial",Cleaning Tools & Equipment,"Replacement Heads, Handles & Refills"
LE-55246,Leifheit,Leifheit 55246 Window Pad - Wet and Dry,Cleaning Refill & Spare,cleaning-refill-and-spare,cleaning-hygiene-and-janitorial/cleaning-tools-and-equipment/replacement-heads-handles-and-refills,"Cleaning, Hygiene & Janitorial",Cleaning Tools & Equipment,"Replacement Heads, Handles & Refills"
LE-55320,Leifheit,Leifheit 55320 Wiper Cover Clean Twist / Combi M Micro Duo,Cleaning Refill & Spare,cleaning-refill-and-spare,cleaning-hygiene-and-janitorial/cleaning-tools-and-equipment/replacement-heads-handles-and-refills,"Cleaning, Hygiene & Janitorial",Cleaning Tools & Equipment,"Replacement Heads, Handles & Refills"
LE-56671,Leifheit,Leifheit 56671 Click Brush Rubber,Cleaning Refill & Spare,cleaning-refill-and-spare,cleaning-hygiene-and-janitorial/cleaning-tools-and-equipment/replacement-heads-handles-and-refills,"Cleaning, Hygiene & Janitorial",Cleaning Tools & Equipment,"Replacement Heads, Handles & Refills"
LE-56673,Leifheit,"Leifheit 56673 Telescopic Handle, 75-135 cm",Cleaning Refill & Spare,cleaning-refill-and-spare,cleaning-hygiene-and-janitorial/cleaning-tools-and-equipment/replacement-heads-handles-and-refills,"Cleaning, Hygiene & Janitorial",Cleaning Tools & Equipment,"Replacement Heads, Handles & Refills"
ATH-SPONGES-PACK,,Sponges Pack,Sponge & Scourer,sponge-and-scourer,cleaning-hygiene-and-janitorial/cleaning-tools-and-equipment/sponges-and-scourers,"Cleaning, Hygiene & Janitorial",Cleaning Tools & Equipment,Sponges & Scourers
Sponge-Cloth-Large,,Sponge Cloth Large,Sponge & Scourer,sponge-and-scourer,cleaning-hygiene-and-janitorial/cleaning-tools-and-equipment/sponges-and-scourers,"Cleaning, Hygiene & Janitorial",Cleaning Tools & Equipment,Sponges & Scourers
LE-51120,Leifheit,Leifheit 51120 3-in-1 Window Cleaner with Telescopic Handle,Window Wiper & Squeegee,window-wiper-and-squeegee,cleaning-hygiene-and-janitorial/cleaning-tools-and-equipment/window-wipers-and-squeegees,"Cleaning, Hygiene & Janitorial",Cleaning Tools & Equipment,Window Wipers & Squeegees
LE-51320,Leifheit,"Leifheit 51320 Hand Window Cleaner and Squeegee with Rotation, 28 cm",Window Wiper & Squeegee,window-wiper-and-squeegee,cleaning-hygiene-and-janitorial/cleaning-tools-and-equipment/window-wipers-and-squeegees,"Cleaning, Hygiene & Janitorial",Cleaning Tools & Equipment,Window Wipers & Squeegees
LE-51522,Leifheit,Leifheit 51522 Window Slider XL,Window Wiper & Squeegee,window-wiper-and-squeegee,cleaning-hygiene-and-janitorial/cleaning-tools-and-equipment/window-wipers-and-squeegees,"Cleaning, Hygiene & Janitorial",Cleaning Tools & Equipment,Window Wipers & Squeegees
LE-55238,Leifheit,Leifheit 55238 Window Wet & Dry Wiper/Cleaner,Window Wiper & Squeegee,window-wiper-and-squeegee,cleaning-hygiene-and-janitorial/cleaning-tools-and-equipment/window-wipers-and-squeegees,"Cleaning, Hygiene & Janitorial",Cleaning Tools & Equipment,Window Wipers & Squeegees
BN-0997,Bien,Bien Creamy Antibacterial Hand & Body Soap Silky Berry 4 lt,Liquid Soap,liquid-soap,cleaning-hygiene-and-janitorial/hand-and-body-hygiene/liquid-soaps,"Cleaning, Hygiene & Janitorial",Hand & Body Hygiene,Liquid Soaps
BN-1017,Bien,Bien Hand & Body Antibacterial Bubble Soap Ocean Breeze 0.4L – Gentle & Effective Liquid Soap for Daily Hygiene,Liquid Soap,liquid-soap,cleaning-hygiene-and-janitorial/hand-and-body-hygiene/liquid-soaps,"Cleaning, Hygiene & Janitorial",Hand & Body Hygiene,Liquid Soaps
BN-1239,Bien,Bien Antibacterial Bubble Soap Ocean Breeze 4 lt,Liquid Soap,liquid-soap,cleaning-hygiene-and-janitorial/hand-and-body-hygiene/liquid-soaps,"Cleaning, Hygiene & Janitorial",Hand & Body Hygiene,Liquid Soaps
BN-1277,Bien,Bien Creamy Antibacterial Hand & Body Soap Wild Berries 4 lt,Liquid Soap,liquid-soap,cleaning-hygiene-and-janitorial/hand-and-body-hygiene/liquid-soaps,"Cleaning, Hygiene & Janitorial",Hand & Body Hygiene,Liquid Soaps
HC-1721,Elite,Elite Professional Liquid Soap Dispenser - 1 Lt – Wall-Mounted Refillable Hand Wash Dispenser for Commercial Use,Liquid Soap,liquid-soap,cleaning-hygiene-and-janitorial/hand-and-body-hygiene/liquid-soaps,"Cleaning, Hygiene & Janitorial",Hand & Body Hygiene,Liquid Soaps
ATH-ALCOHOL-1LT,,Alcohol Spray 1lt,Sanitiser,sanitiser,cleaning-hygiene-and-janitorial/hand-and-body-hygiene/sanitisers-and-alcohol,"Cleaning, Hygiene & Janitorial",Hand & Body Hygiene,Sanitisers & Alcohol
BN-0880,Bien,Bienclair Instant Sanitizer Gel 500ml,Sanitiser,sanitiser,cleaning-hygiene-and-janitorial/hand-and-body-hygiene/sanitisers-and-alcohol,"Cleaning, Hygiene & Janitorial",Hand & Body Hygiene,Sanitisers & Alcohol
BN-0881-S,Bien,Bien Instant Sanitizer Spray 4 lt,Sanitiser,sanitiser,cleaning-hygiene-and-janitorial/hand-and-body-hygiene/sanitisers-and-alcohol,"Cleaning, Hygiene & Janitorial",Hand & Body Hygiene,Sanitisers & Alcohol
BN-1604,Bien,Alcohol Lotion Spray 99.99% 4lt,Sanitiser,sanitiser,cleaning-hygiene-and-janitorial/hand-and-body-hygiene/sanitisers-and-alcohol,"Cleaning, Hygiene & Janitorial",Hand & Body Hygiene,Sanitisers & Alcohol
BN-San-Gel-4lt,Bien,Bien Instant Sanitizer Gel 4 lt,Sanitiser,sanitiser,cleaning-hygiene-and-janitorial/hand-and-body-hygiene/sanitisers-and-alcohol,"Cleaning, Hygiene & Janitorial",Hand & Body Hygiene,Sanitisers & Alcohol
HC-1701,Elite,Elite Professional Large Kitchen Paper Dispenser – Wall-Mounted Durable Holder for High-Capacity Rolls,Dispenser,dispenser,cleaning-hygiene-and-janitorial/hand-and-body-hygiene/soap-and-paper-dispensers,"Cleaning, Hygiene & Janitorial",Hand & Body Hygiene,Soap & Paper Dispensers
HC-1702,Elite,Elite Professional Kitchen Paper Dispenser – Durable Wall-Mounted Holder for 100m Rolls,Dispenser,dispenser,cleaning-hygiene-and-janitorial/hand-and-body-hygiene/soap-and-paper-dispensers,"Cleaning, Hygiene & Janitorial",Hand & Body Hygiene,Soap & Paper Dispensers
HC-1711,Elite,Elite Professional Toilet Paper Dispenser – Wall-Mounted Holder for Jumbo & Standard Rolls,Dispenser,dispenser,cleaning-hygiene-and-janitorial/hand-and-body-hygiene/soap-and-paper-dispensers,"Cleaning, Hygiene & Janitorial",Hand & Body Hygiene,Soap & Paper Dispensers
HC-1731,Elite,Elite Professional Hand Towel Dispenser – Interfold & C-Fold Paper Towel Holder for Commercial Use,Dispenser,dispenser,cleaning-hygiene-and-janitorial/hand-and-body-hygiene/soap-and-paper-dispensers,"Cleaning, Hygiene & Janitorial",Hand & Body Hygiene,Soap & Paper Dispensers
HC-1201B,Elite,Elite 1x24 Facial Tissues 150',Facial Tissue & Medical Roll,facial-tissue-and-medical-roll,cleaning-hygiene-and-janitorial/paper-and-wiping-products/facial-tissues-and-medical-rolls,"Cleaning, Hygiene & Janitorial",Paper & Wiping Products,Facial Tissues & Medical Rolls
HC-1661,Elite,Elite Professional Examination Roll 2-Ply 75m – Medical Disposable Paper Roll for Clinics & Hospitals,Facial Tissue & Medical Roll,facial-tissue-and-medical-roll,cleaning-hygiene-and-janitorial/paper-and-wiping-products/facial-tissues-and-medical-rolls,"Cleaning, Hygiene & Janitorial",Paper & Wiping Products,Facial Tissues & Medical Rolls
